Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
48.06,+0.52%,7781820,1.52,1.97,-0.62%,+58.25%,+12.93%,0.9492395812759233
