Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
16.835,-0.326%,3394273,-3.540,2.420,-7.347%,+99.941%,+11.514%,0.9598061573546182
16.84,-0.30%,4968928,-3.54,2.42,-7.32%,+100.00%,+11.55%,0.9600912200684151
