Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
73.79,+0.26%,174820,1.74,14.76,-0.66%,+32.05%,+6.41%,0.9566964864514458
