Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
95.65,-2.82%,9133480,3.00,1.44,-20.90%,+208.15%,-11.55%,0.8420635619332688
96.31,-2.15%,6723544,3.00,1.44,-20.35%,+210.28%,-10.94%,0.8478739325644863
