Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
141.46,1.05,21258298,1.69,1.64,-0.03,58.11,4.92,0.9872286970479448
