Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
828.20,-0.11%,731371,1.28,1.42,-1.63%,+24.86%,+1.38%,0.8509632674030311
