Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
5.89,-1.83%,7541634,0.77,4.09,-68.75%,+4.80%,-6.93%,0.7791005291005291
