Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
32.82,+1.05%,3831727,22.28,4.04,-6.20%,+12.71%,+2.50%,1.000609756097561
