Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
21.44,-9.80%,71739452,0.00,0.00,-27.17%,+3.88%,-14.63%,1.383225806451613
